Area Codes,Area Name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,5-year average
E07000106,Canterbury,4.17,4.45,4.76,5.17,5.77,6.98,7.4,7.87,8.12,8.43,9.05,8.58,7.37,8.5,7.53,7.89,8.1,8.85,9.49,10.62,11.12,10.96,10.64,11.29,13.01,10.57,11.39,9.55,11.16
E07000107,Dartford,3.42,3.5,3.84,4.82,4.86,5.66,6.89,7.78,7.03,6.4,6.83,6.74,5.76,6.31,6.38,6.7,6.87,7.55,8.48,8.63,9.88,9.67,9.18,8.73,9.08,9.56,10.01,9.3,9.34
E07000108,Dover,3.15,3.23,3.35,3.63,4.03,4.38,5.47,6.6,5.69,6.1,7.48,6.84,5.6,6.26,5.99,6.03,6.32,7.24,7.29,7.85,8.3,9.37,8.21,7.12,9.25,9.88,8.57,7.41,8.45
E07000109,Gravesham,3.4,3.93,3.99,4.39,5.32,5.83,6.46,6.99,6.66,7.31,6.78,6.21,6.34,6.38,5.8,6.46,6.52,6.77,7.44,8.52,9.41,9.83,8.68,8.65,11.03,10.43,8.91,8.87,9.58
E07000110,Maidstone,4.59,4.92,4.92,5.55,6.31,6.7,7.71,8.38,8.7,8.68,9.56,8.62,7.43,8.05,8.03,8.19,8.94,9.4,9.05,10.11,10.3,11.21,10.46,10.36,11.26,11.99,11.55,10.29,11.09
E07000111,Sevenoaks,5.94,5.96,6.61,6.98,7.56,8.53,9.01,9.49,10.1,10.34,9.61,10,8.98,10.44,11.02,11.32,10.7,10.86,13.86,13.41,14.72,14.81,13.29,12.43,14.87,15.75,14.53,13.2,14.16
E07000112,Folkestone and Hythe,3.9,3.98,4.1,4.6,4.82,5.58,7.08,7.99,7.86,8.74,9.2,7.94,7.57,7.18,7.2,6.61,7.13,7.55,7.8,9.17,9.7,9.24,9.38,10.82,11.3,10.16,9.32,8.63,10.05
E07000113,Swale,3.12,3.24,3.59,4.15,4.64,5.4,5.56,6.1,6.73,6.61,6.57,6.73,5.81,6.1,6.16,6.28,6.65,7.11,7.11,8.64,9.13,9.13,9.07,9.31,10.46,11.13,9.73,8.95,9.92
E07000114,Thanet,3.42,3.48,3.68,3.73,4.64,5.04,6.54,7.18,7.78,8,8,7.79,7.46,8.37,7.32,7.66,7.42,8.15,8.51,9.53,10.46,10.45,9.58,10.14,11.42,10.55,10.54,8.36,10.2
E07000115,Tonbridge and Malling,4.53,4.78,5.26,5.78,6.79,7.51,7.74,8.54,8.76,9.89,10.05,9.27,7.79,8.67,9.34,8.21,9.25,9.46,9.97,11.48,11.8,11.93,11.79,11.93,13.36,12.95,12.72,11.23,12.44
E07000116,Tunbridge Wells,4.72,5.52,5.82,6.14,6.82,7.29,8.31,8.7,10.33,9.92,9.91,9.86,8.32,9.91,9.26,8.7,8.91,9.94,10.98,12.05,13.45,12.71,12.49,13.35,15.68,14.2,13.42,11.51,13.63
E07000177,Cherwell,3.89,3.95,4.64,4.91,6.67,6.23,7.02,7.54,7.64,8.47,8.78,8.55,7.23,7.43,7.81,7.81,8.46,8.86,8.92,9.35,9.82,9.77,10.39,9.43,10.67,9.93,10.14,9.03,9.84
E07000178,Oxford,4.63,5.39,5.78,6.53,6.79,8.04,8.87,8.93,8.76,8.99,9.36,9.7,8.44,8.64,8.77,9.32,9.69,10.01,10.91,11.64,12.17,11.08,11.31,11.19,12.16,11.98,11.65,11,11.6
E07000179,South Oxfordshire,5.34,5.21,5.91,6.98,7.68,7.62,7.87,8.5,9.06,9.72,9.79,9.71,9.33,10.41,10.21,10.22,10.5,10.49,10.68,11.3,11.81,12.37,11.69,12.05,13.24,11.99,11.1,10.31,11.74
E07000180,Vale of White Horse,4.35,4.76,4.97,5.71,5.99,6.9,7.55,7.64,7.89,8.3,7.76,8.35,7.26,8.03,7.16,7.56,7.5,8.43,8.72,9.28,8.97,9.87,9.54,9.51,10.26,9.37,9.82,9.07,9.61
E07000181,West Oxfordshire,5.13,5,5.17,6.64,6.25,7.06,8.34,7.97,8.54,9.22,9.74,9.35,8.26,8.91,9.11,8.98,9.36,9.06,9.95,11.6,11.24,11.55,10.48,10.47,11.86,11.76,11.18,9.17,10.89
E07000207,Elmbridge,6.44,6.99,7.74,8.12,9.56,9.66,9.99,10.89,9.56,11.21,11,12.35,12.15,12.73,12.42,12.56,13.31,14.28,14.81,15.26,16.53,15.83,15.81,16.38,17.76,19.19,15.68,16.08,17.02
E07000208,Epsom and Ewell,5.44,6.11,6.12,8.53,8.25,8.84,9.6,10.24,10.19,10.6,11.11,10.2,8.64,10.18,10.77,9.95,11.46,14.6,14.92,16.16,17.84,16.75,16.39,16.95,17.48,19.35,16.26,15.01,17.01
E07000209,Guildford,4.84,5.65,5.99,6.87,7.48,7.87,8.21,9.03,9.14,9.27,9.65,9,8.35,10.05,10.11,9.59,9.81,10.97,11.24,12.04,12.6,12.54,12.28,12.5,13.2,12.65,12.32,10.83,12.3
E07000210,Mole Valley,5.71,6.3,6.75,8.27,8.45,8.78,8.17,8.57,9.16,8.98,9.84,10.45,8.33,9.64,9.59,9.62,10.53,11.07,12.27,13.96,14.37,14.57,13.36,14.78,13.38,13.36,13.06,13.4,13.6
E07000211,Reigate and Banstead,4.74,5.29,5.78,6.22,6.79,7.06,7.87,8.35,8.58,8.67,8.33,8.32,7.84,9.24,8.81,8.06,9.31,10.41,10.56,11.51,11.48,12.33,12.26,12.17,13.49,14.19,13.41,11.6,12.97
E07000212,Runnymede,4.08,5.27,5.78,6.26,6.41,6.41,7.83,8.19,8.11,7.66,8.52,8.22,7.4,7.45,8.14,7.35,7.73,8.43,9.22,10.49,10.78,10.91,9.75,10.23,10.39,11.85,10.54,10.29,10.66
E07000213,Spelthorne,4.62,4.54,4.89,5.38,6.23,6.22,6.71,6.49,6.71,7.89,8.46,7.92,7.45,8.23,7.64,7.57,8.13,8.06,8.83,10.88,11.08,11.79,10.73,12.24,11.84,11.18,11.64,10.44,11.47
E07000214,Surrey Heath,4.56,5.67,5.64,6.21,6.2,6.84,7.7,8.34,8.48,8.58,9.25,8.77,8,9.51,9.38,9.41,9.34,9.65,10.89,12.33,13.03,13.13,11.25,11.22,11.58,11.59,12.32,10.42,11.43
E07000215,Tandridge,6.48,6.82,7.45,8.58,8.32,9.64,10.63,11.84,11.59,11.36,11.07,11.65,11.02,11.48,12.96,14.06,14.08,13.63,14.9,14.86,14.1,15.64,14.96,13.95,15.87,14.68,12.44,12.98,13.98
E07000216,Waverley,5.99,7,6.61,8.08,8.49,9.44,10.19,11.33,10.66,11.3,10.05,11.67,10.29,12.63,12.87,12.57,13.07,13.62,14.97,14.84,14.47,16.21,15.57,16.48,18.24,17.08,17.06,13.42,16.46
E07000217,Woking,5.24,4.57,5.05,6.09,6.37,7.06,7.21,7.59,7.85,7.75,8.76,8.41,9.49,9.47,10.44,9.96,10.78,12.22,13.24,11.61,12.24,11.85,10.49,10.22,12.6,11.01,12.28,10.57,11.34
E07000223,Adur,3.54,3.68,3.87,4.69,6.63,5.64,7.36,7.35,8.27,8.31,9.57,9.52,8.91,9.36,8.57,9.41,9.84,10.22,10.81,11.74,11.59,11.81,11.49,11.52,13.81,14.1,11.45,10.06,12.19
E07000224,Arun,4.18,5.03,5.15,5.39,6.62,7.67,8.97,9.66,9.88,10.63,10.27,9.74,8.38,9.63,9.97,9.44,9.61,11.03,11.08,12.06,12.26,12.12,12.16,11.53,12.13,12.92,12.38,10.18,11.83
E07000225,Chichester,5.11,5.79,6.54,6.85,7.26,8.09,9.76,11,11.91,10.66,12.86,11.66,10.18,10.62,11.05,10.49,11.13,11.53,12.38,12.1,13.5,12.83,13.14,14.39,14.46,12.99,14.16,12.82,13.76
E07000226,Crawley,3.57,4.12,3.85,4.59,4.83,5.81,6.45,6.61,7.05,6.63,7.68,7.22,5.98,6.29,6.26,6.57,6.29,7.24,7.82,8.1,8.9,9.09,9.05,8.21,9.04,8.97,8.8,7.93,8.59
E07000227,Horsham,4.85,4.8,6.47,6.98,6.92,7.87,8.16,9.48,9.78,10.51,10.44,9.67,10.05,10.85,9.8,10.46,11.1,12.11,12.99,13.09,13.8,13.87,12.76,12.57,14.2,13.25,13.29,11.68,13
E07000228,Mid Sussex,4.21,4.63,5,6.54,6.77,7.32,8.5,9.29,9.48,9.38,9.81,9.94,8.72,8.73,9.62,9.71,10.22,11.38,11.23,12.61,12.6,12.68,12.84,12.48,13.56,13.11,12.48,11.35,12.6
E07000229,Worthing,3.4,3.86,3.86,4.47,4.92,6.3,7.22,7.27,8.19,8.08,8.73,8.48,7.51,8.1,7.92,7.76,8.25,8.78,9.45,10.77,11.34,11.73,10.64,9.71,11.06,10.97,10.97,9.7,10.48
E06000022,Bath and North East Somerset,4.65,4.52,4.85,5.34,6.41,6.9,7.68,8.34,8.96,8.72,9.2,9.49,8.21,8.87,9.13,9.13,8.9,9.48,9.98,10.6,11.11,10.85,10.2,10.29,12.27,11.63,11.3,10.72,11.24
E06000023,"Bristol, City of",3.03,3.24,3.51,3.87,4.34,5.06,6.19,6.41,6.49,6.77,7,6.96,6.12,6.22,6.37,6.54,6.23,6.73,7.34,8.22,9.04,8.7,8.75,8.49,9.66,9.44,9.29,8.6,9.1
E06000024,North Somerset,3.66,4.02,4.04,4.48,4.84,5.42,6.12,6.87,7.24,7.43,7.67,7.43,6.93,7.21,7.01,6.78,6.85,7.24,8.13,8.35,8.98,9.65,9.66,9.5,10.75,10.17,10.17,8.7,9.86
E06000025,South Gloucestershire,3.32,3.44,3.65,4.24,4.39,4.97,5.59,6,6.33,6.19,7.15,7.06,6.05,6.83,6.62,6.93,6.94,7.04,7.45,8.29,8,8.21,8.75,8.3,9.07,8.87,8.32,7.98,8.51
E06000026,Plymouth,3.02,3.11,2.98,2.9,3.19,4.13,4.43,5.52,6.14,6.13,6.62,5.89,5.57,5.8,5.47,5.4,5.34,5.69,5.9,6.26,6.05,6.09,6.44,6.15,7.3,7.13,6.41,6.05,6.61
E06000027,Torbay,3.91,4.57,4.3,4.62,4.96,6.12,7.88,8.76,8.9,8.75,8.78,8.67,8.39,8.33,7.25,7.36,7.35,8.03,7.86,8.17,7.71,8.84,7.85,7.42,8.77,9.41,9.42,8.23,8.65
E06000030,Swindon,3.02,3.3,3.58,3.99,4.4,5.17,5.63,5.78,5.98,6.1,6.1,5.91,5.17,5.8,5.62,5.55,5.57,5.7,5.89,6.47,7.09,7.6,7.62,7.24,7.86,7.51,7.58,6.79,7.4
E06000052,Cornwall,[x],[x],[x],[x],[x],[x],8.01,9.39,9.77,9.56,9.83,9.46,8.34,8.68,8.86,8.85,8.56,8.65,9,9.13,8.96,9.3,9.07,9.33,11,9.97,9.47,8.85,9.72
E06000053,Isles of Scilly,[x],14.22,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],24.94,[x],[x],[x],[x],[x],[x],[x],[x],[x],16.96,[x],[x],[x],[x],[x],[x]
E06000054,Wiltshire,[x],[x],[x],[x],[x],[x],7.76,8.12,8.51,8.57,8.63,8.41,7.66,8.29,8.27,8.44,8.1,8.35,8.83,9.55,9.54,9.8,9.68,9.58,10.32,9.73,9.6,8.87,9.62
E06000058,"Bournemouth, Christchurch and Poole",[x],[x],[x],[x],[x],[x],8.49,9.25,8.96,8.93,8.65,8.69,7.35,8.64,8.17,8.19,7.69,8.47,8.86,9.22,9.64,9.19,9.34,9.73,11.01,10.18,10.31,9.43,10.13
E06000059,Dorset,[x],[x],[x],[x],[x],[x],8.85,9.67,9.93,10.07,10.79,10.7,9.32,10.16,9.96,9.67,9.38,9.58,10,10.53,10.97,10.49,10,10.14,12.26,11.85,11,10.07,11.06
E06000066,Somerset,[x],[x],[x],[x],[x],[x],7.01,7.78,7.99,7.75,8.32,8.36,7.34,7.63,7.55,7.33,7.35,7.54,7.7,8.21,8.69,8.71,8.27,8.31,9.37,9.4,9.07,8.1,8.85
E07000040,East Devon,5.24,5.01,5.38,6,6.41,7.63,9.59,9.61,10.46,10.24,11.06,10.63,9.68,11.08,10.94,10.56,9.99,10.05,10.36,9.39,9.84,9.93,10.56,10.12,10.45,10,10.11,8.64,9.86
E07000041,Exeter,3.25,3.29,3.35,3.77,4.11,5.2,6.45,7.09,7.2,7.6,8.22,7.92,7.06,7.2,7.17,7.22,6.98,7.29,8.07,7.69,8.55,8.7,8.45,8.71,9.38,9.42,9.16,8.59,9.05
E07000042,Mid Devon,4.16,4.39,4.36,5.06,5.54,7.23,8.24,8.79,8.49,9.22,9.87,9.51,7.82,8.18,7.97,7.84,8.49,8,8.82,8.81,8.72,9.09,9.26,9.47,9.45,10.99,9.59,8.39,9.58
E07000043,North Devon,4.37,4.5,4.99,5.44,6.24,7.62,8.3,9.44,10.52,10.65,11.08,10.09,9.44,9.46,9.11,9.09,8.74,9.22,9.59,9.76,10.02,9.85,10.28,10.33,10.62,10.33,10.1,9.07,10.09
E07000044,South Hams,5.05,5.34,5.75,5.73,6.69,7.57,9.96,10.48,11.7,11.41,11.9,11.22,9.81,11.47,11.85,11.27,11.82,11.1,12.25,12.06,11.96,11.78,11.86,11.84,12.44,12.3,13.35,11.57,12.3
E07000045,Teignbridge,4.77,5.05,4.97,5.08,5.63,7.15,7.75,8.92,9.17,9.16,9.9,9.27,8.4,8.7,8.8,8.76,8.56,8.87,9.41,9.94,10.89,10.5,10.45,10.37,11.41,10.56,11.18,9.48,10.6
E07000046,Torridge,4.44,4.81,5.28,5.64,5.92,6.99,8.29,10.04,11.2,11.7,11.34,10.82,9.74,10.32,10.63,9.94,9.79,8.68,10.03,10,9.45,9.76,9.52,9.17,10.29,10.28,10.48,9.31,9.91
E07000047,West Devon,4.98,4.78,5.19,5.63,5.9,7.33,[x],8.84,10.29,10.46,12.13,12.53,11.18,11.13,9.19,9.32,9.54,8.76,9.48,9.69,10.1,9.73,10.62,8.78,12.78,10.47,10.06,8.41,10.1
E07000078,Cheltenham,3.68,3.96,4.23,4.71,5.17,5.81,6.49,7.51,7.6,7.69,7.52,7.42,6.37,7.34,7.43,7.06,7.19,7.84,8.38,8.84,8.99,8.98,8.73,8.94,10.53,9.08,8.93,8.17,9.13
E07000079,Cotswold,5.63,5.88,6.67,8,6.79,8.76,10.36,10.7,11.76,11.83,11.14,12.4,11.66,13.47,12.53,11.33,12.06,12.48,12.16,13.2,14,13.34,13.38,14.09,15.7,14.35,15.24,13.84,14.64
E07000080,Forest of Dean,3.71,3.63,3.94,3.86,4.52,5.33,6.46,7.33,8,7.85,8.44,8.32,7.43,8.21,7.84,7.65,7.25,7.1,8.09,8.23,8.73,8.93,9.42,9.11,10.59,8.86,9.74,8.88,9.44
E07000081,Gloucester,3.07,3.18,3.43,3.43,3.85,4.52,5.54,5.83,5.95,6.27,6.15,5.94,5.36,5.83,5.53,5.3,5.48,5.6,6.06,6.24,6.26,6.67,6.86,7.02,7.54,7.96,7.59,7.27,7.48
E07000082,Stroud,3.72,3.84,4.47,4.84,5.72,6.22,7.47,8.11,7.69,8.34,8.82,7.87,7.1,7.72,7.74,7.01,6.99,7.89,7.8,8.21,8.79,8.99,8.69,8.44,10.28,9.73,9.65,9.55,9.53
E07000083,Tewkesbury,3.84,3.97,3.69,4.16,4.9,5.26,6.33,7.15,7.01,7.74,7.59,7.58,6.54,6.89,7.06,7.42,7.11,8.23,8.22,7.98,7.92,8.67,7.94,8.37,9.34,8.95,9.28,7.92,8.77
W06000001,Isle of Anglesey,2.7,3.01,3.18,3.37,3.47,4.22,4.57,5.87,6.32,6.93,7.96,7.03,5.96,6.63,6.96,6.11,6.09,5.85,5.8,6.32,6.76,6.94,6.77,6.75,7.15,7.65,6.8,6,6.87
W06000002,Gwynedd,3.12,2.88,3.25,3.54,3.46,3.63,4.72,5.67,6.67,7,7.05,7.16,6.51,6.23,6.39,6.28,6.21,6.26,6.91,6.98,6.56,6.41,6.63,6.35,6.89,6.44,5.98,6.36,6.4
W06000003,Conwy,3.62,3.77,3.67,3.63,4.04,4.37,5.11,5.81,6.56,7.12,7.94,7.13,6.63,7.32,6.86,5.99,6,6.4,6.23,6.37,6.26,6.36,6.83,5.72,7.65,6.81,7.34,7.05,6.91
W06000004,Denbighshire,2.95,2.81,2.85,3.06,2.91,3.38,4.36,5.19,6.33,6.49,6.65,6.54,5.22,5.9,5.36,5.37,5.33,5.02,5.27,5.25,5.6,5.71,5.65,5.89,6.65,6.13,6.15,5.75,6.11
W06000005,Flintshire,3.02,3.03,3.08,3.08,3.02,3.23,3.91,4.97,5.38,5.49,6.4,5.89,5.37,5.35,5.23,5.25,5.21,4.78,5.23,5.21,5.48,5.66,5.51,5.54,6.49,6.16,5.93,5.04,5.83
W06000006,Wrexham,3.12,3.05,3.01,3.32,3.3,3.53,4.53,5.58,6.34,6.42,6.49,6.66,5.5,5.54,5.87,5.95,5.33,5.76,5.73,5.75,5.81,5.69,5.44,5.45,6.13,6.06,5.73,5.38,5.75
W06000008,Ceredigion,3.53,4.27,4.76,4.22,4.28,4.83,6.04,8.1,8.55,9.19,9.73,9.73,8.41,8.98,7.93,7.95,6.95,7.7,7.75,7.56,7.4,7.13,7.32,6.95,7.81,8.4,7.68,7.49,7.67
W06000009,Pembrokeshire,3.36,3.45,3.47,3.64,3.45,4.72,5.36,7.24,8.03,8.22,8.18,7.22,7.26,7.02,6.64,7.05,6.62,6.51,7.19,6.92,6.84,7.17,7.15,6.43,7.34,6.89,7.18,6.74,6.92
W06000010,Carmarthenshire,2.67,2.72,3,2.72,2.81,2.96,3.76,5.09,6.1,6.53,6.35,6.27,5.65,5.75,5.7,5.49,5.17,5.22,5.57,5.75,5.12,5.34,5.53,5.1,5.8,5.67,5.47,5.4,5.49
W06000011,Swansea,3.05,3.1,3.01,3.19,3.42,3.42,4.34,5.44,6.24,6.54,6.98,6.72,6.07,5.95,5.48,5.46,5.39,5.57,5.62,5.75,5.61,5.48,5.51,5.69,6.1,5.95,5.72,5.4,5.77
W06000012,Neath Port Talbot,2.19,2,2.14,2.07,2.09,2.13,2.31,3.2,3.73,3.76,4.18,4.1,4.03,3.52,3.74,3.66,3.89,3.69,3.65,3.65,3.81,3.59,3.78,4.33,4.45,4.33,4.25,4.17,4.31
W06000013,Bridgend,3.24,3.15,3.13,3.35,3.13,3.38,3.97,4.93,5.18,5.53,5.56,5.3,5.02,4.98,5.1,4.55,4.86,4.79,5,5.35,5.55,5.05,5.38,5.63,5.79,6.85,6.19,6.08,6.11
W06000014,Vale of Glamorgan,3.49,3.7,3.97,3.87,3.69,4.14,5.16,6.03,6.08,6.58,6.31,6.45,6.37,6.27,6.18,6.3,7.23,8.16,7.74,7.96,8.33,8.66,7.87,8.75,9.41,9.86,9.7,8.38,9.22
W06000015,Cardiff,3.33,3.58,3.75,3.94,4.18,4.91,5.99,6.45,6.76,6.96,7.07,6.94,6.13,6.51,6.2,6.27,6.27,6.23,6.45,6.53,6.52,7.02,7.04,7.26,8.29,7.7,7.4,7.04,7.54
W06000016,Rhondda Cynon Taf,2.47,2.4,2.43,2.5,2.55,2.47,2.91,3.58,4.43,4.51,4.73,4.49,4.07,4.06,3.92,4.05,3.79,3.8,4.13,4.28,4.09,4.4,4.16,4.22,5.04,5.22,4.65,4.53,4.73
W06000018,Caerphilly,2.74,2.71,2.78,2.7,2.99,3.06,3.78,4.63,5.18,5.96,5.88,5.69,4.82,4.88,4.91,4.82,4.71,5.02,4.93,4.8,4.78,5.07,5.09,4.92,5.31,5.79,5.23,5.69,5.39
W06000019,Blaenau Gwent,2.21,2.02,2.09,2.18,2.09,2.33,2.28,3.1,3.79,4.29,4.49,5.05,3.73,3.9,3.63,3.6,3.52,3.51,3.38,3.73,3.39,3.59,3.24,3.06,3.66,4.6,4.52,3.75,3.92
W06000020,Torfaen,2.46,2.63,2.69,2.84,2.72,3.05,3.65,4.51,4.69,5.02,5.83,5.72,5.12,5.16,5.48,5.39,4.94,5.1,4.95,4.84,4.85,5.31,5.41,5.49,5.82,5.59,5.42,4.84,5.43
W06000021,Monmouthshire,4.15,4.72,4.64,5.31,5.97,6.97,6.75,7.98,8.44,8.83,9.68,8.63,7.84,8.1,8.09,8.5,7.88,8.17,8.93,8.51,8.42,8.66,8.69,8.59,10.24,9.96,9.41,8.51,9.34
W06000022,Newport,2.87,2.67,2.9,3.15,3.25,3.77,4.44,5.37,5.78,5.81,5.91,5.66,5.34,5.24,5.07,5.19,5.23,5.48,5.96,6.11,6,6.08,6.18,6.31,7.35,6.9,7.46,6.61,6.93
W06000023,Powys,3.68,3.71,3.91,4.38,4.03,4.66,5.22,7.5,7.96,7.93,8.66,8.58,7.39,8.28,8.08,7.97,7.76,8.2,7.19,7.19,7.46,7.51,6.9,6.31,7.96,8.21,7.93,7.03,7.49
W06000024,Merthyr Tydfil,1.92,2.09,2.27,2.36,2.17,2.28,2.27,3.02,3.85,4.48,5.02,4.71,4.34,4.4,4.03,4.08,3.92,4.37,4.25,3.83,4.14,3.76,4.09,4.61,4.94,4.89,4.84,4.8,4.82